id	genero	edad	colegio	estrato	ingles	curso	pregrado	semestre	uso_carrera	frecuencia_ocio	frecuencia_academico	baby	please	Thank you	sorry	Hello	Goodbye	Bitch	Break	Brainstorming	Bot	Match	Influencer	Like	Crush	Dealer	Random	Ship	Troll	Mainstream	Freak	Hater	Follower	Brother	Feedback	Feeling	Fuck	Shit	Damn	Hype	Marketplace	What	Why	Where	When	Who	How	Whatever	Wherever	whenever	Whoever	however	Always	Sugar_daddy	Sugar_baby	Babe	Ok	Lol	Btw	Wait	Nice	Maybe	Omg	yes	not	wtf	idk	anyway	not_worry	but	so	spoiler	crazy	shut_up	slay	honey	cunt	loser	man	love	no_way	because	help	of_course	weird	blue_jean	round_point	dude	love_you	otros	total	medio	frec1	frec2	frec3	frec4	frec5	frec6	frec7	frec8	frec9	frec10	frec11	total	razon1	razon2	razon3	razon4	razon5	razon6	razon7
119	1	21	0	2	1	4	0	6	1	2	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	40	0	2	3	2	3	2	3	1	1	3	1	3	24	1	1	1	1	1	1	3
120	1	22	1	4	1	3	0	8	2	2	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	49	2	3	3	3	3	3	3	1	1	3	3	3	29	2	2	1	1	1	1	3
121	1	25	0	3	1	6	0	8	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	3	3	3	3	3	3	1	1	3	3	3	29	3	1	1	1	2	1	2
122	1	24	1	4	2	6	0	10	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46	2	2	3	2	3	1	1	2	2	3	3	3	25	3	3	3	1	3	1	3
123	0	22	0	2	1	3	0	7	1	2	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	3	3	3	3	3	2	1	1	3	1	2	25	2	1	1	1	1	1	2
124	0	23	0	3	6	0	7	7	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	3	3	2	3	1	1	1	1	3	3	3	24	2	2	1	1	1	1	3
125	0	21	0	2	1	2	0	6	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	3	2	1	2	3	2	1	1	3	2	2	22	2	2	1	1	2	1	3
126	1	24	0	2	0	5	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	1	1	3	2	1	1	1	3	1	3	20	2	1	1	1	1	1	1
127	0	29	0	4	0	3	3	7	2	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	3	3	2	1	3	3	2	2	3	3	28	2	1	1	1	1	1	3
128	1	27	0	3	0	5	3	8	2	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	3	3	1	3	3	1	1	1	1	1	3	21	3	3	3	1	1	1	3
129	1	24	0	3	0	5	3	8	2	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	2	2	2	2	1	1	1	3	3	3	22	1	2	1	1	1	1	3
130	1	22	0	2	0	3	3	8	2	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	3	3	3	3	3	3	1	3	3	3	3	31	1	1	1	1	1	1	3
131	1	23	1	2	1	5	3	8	2	2	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2	3	3	1	3	3	2	1	1	3	3	3	26	2	2	2	1	1	1	3
132	0	25	0	3	0	3	3	7	2	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	2	2	2	2	1	1	1	1	2	2	2	18	2	1	2	1	1	1	1
133	1	23	0	1	0	4	3	8	2	0	2	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	3	3	1	2	3	1	2	1	3	3	2	24	3	3	1	1	2	1	3
134	0	27	0	1	1	5	3	8	2	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	3	3	3	3	3	3	3	3	3	3	3	33	3	1	1	1	2	3	3
135	0	23	0	2	1	4	3	8	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	2	2	2	2	2	2	2	2	2	2	22	3	2	1	3	3	3	3
136	1	23	0	4	2	5	3	7	2	2	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	56	2	3	3	3	3	2	2	2	1	3	3	3	28	3	3	2	1	2	2	3
137	1	21	0	3	2	5	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	2	2	2	3	2	2	1	1	3	3	3	24	2	3	2	1	1	1	1
138	1	23	0	3	2	6	0	8	2	2	2	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	0	3	2	2	3	2	1	1	1	3	3	3	24	1	1	1	1	1	1	3
139	0	35	1	3	2	6	0	8	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	2	2	2	2	1	2	1	1	2	1	2	18	1	1	1	1	1	1	1
140	1	29	0	3	0	2	0	6	1	2	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3	3	2	3	3	1	1	1	3	3	3	26	2	3	1	1	2	2	3
141	1	19	1	4	1	1	1	5	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	3	3	3	2	2	1	1	1	3	3	25	1	1	3	1	1	1	1
142	1	35	0	3	0	2	1	8	2	2	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2	3	3	3	3	3	3	3	3	3	3	3	33	1	1	1	1	1	1	3
143	0	20	0	3	1	3	0	6	2	2	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	2	2	2	2	2	2	1	1	2	3	3	3	23	3	3	3	1	1	1	2
144	1	36	0	4	0	5	1	10	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	1	3	3	3	1	2	1	3	3	3	26	2	1	1	1	1	1	2
145	1	28	0	2	0	5	1	8	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	3	3	3	3	1	1	1	3	3	3	27	1	1	1	1	1	1	3
146	1	27	0	3	2	6	1	6	0	2	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	42	2	3	3	3	3	1	1	3	1	3	3	3	27	3	3	1	1	1	1	3
147	0	20	0	2	0	1	1	6	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	2	2	2	2	2	1	1	1	2	2	2	19	2	2	2	1	1	1	2
148	1	21	0	3	1	2	1	5	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	2	2	2	2	2	3	3	3	2	2	2	25	2	2	3	3	3	3	2
149	0	22	0	1	2	5	1	7	1	2	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	1	3	3	3	3	3	1	1	1	3	3	3	27	2	2	1	1	1	1	1
150	0	26	0	2	1	4	1	9	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	3	2	2	2	2	1	1	1	3	3	3	23	2	2	2	1	1	1	1
151	0	23	0	2	0	5	1	10	1	2	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	2	2	2	2	1	1	2	1	3	3	3	22	2	2	1	1	1	1	2
152	1	25	0	3	0	5	1	9	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	3	3	3	3	1	1	1	1	3	3	3	25	1	3	1	1	1	1	1
153	1	21	0	1	0	2	1	6	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	2	2	3	1	1	2	1	3	3	3	24	3	3	2	1	2	2	2
154	1	20	1	4	2	0	1	6	1	2	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	49	0	3	3	2	3	3	1	1	1	3	3	3	26	3	3	1	1	3	1	3
155	1	30	0	2	0	2	1	5	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	1	1	3	1	3	1	1	3	3	3	23	3	1	1	1	1	1	2
156	1	18	0	1	0	0	1	4	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	2	2	2	2	2	2	2	1	2	2	2	2	21	2	2	1	1	1	1	2
157	0	25	0	3	1	3	1	8	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	3	3	1	3	1	1	1	1	3	2	3	22	3	1	1	1	1	1	1
158	1	26	0	3	1	5	1	10	0	2	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	3	2	1	3	3	1	1	1	3	3	3	24	3	3	2	1	1	1	3
159	1	25	0	3	2	2	1	4	1	2	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	2	3	3	2	2	1	1	1	3	3	3	24	2	2	2	1	1	1	3
160	1	20	0	2	1	0	1	4	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	3	2	3	3	1	2	1	1	3	3	3	25	3	3	3	1	2	1	2
161	0	24	0	3	0	4	1	8	1	2	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	3	3	2	3	2	1	1	1	2	3	3	24	3	3	1	1	1	1	3
162	1	19	0	2	0	2	1	5	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25	0	3	2	3	2	1	1	1	1	3	3	3	23	3	3	1	1	3	2	2
163	1	19	0	1	1	4	1	5	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	3	3	1	3	1	3	1	1	3	1	3	23	3	3	1	1	1	1	3
164	0	22	1	3	1	3	1	8	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	3	3	3	3	1	1	1	3	3	3	27	2	3	1	1	1	1	2
165	0	28	0	3	0	2	1	7	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	2	2	2	2	1	1	1	1	2	3	2	19	3	2	1	1	2	2	2
166	0	32	0	1	1	5	1	8	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	1	1	1	1	1	1	1	1	1	3	3	15	1	1	1	1	1	1	1
167	1	27	1	3	2	3	1	4	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	2	3	3	3	3	1	1	1	1	3	2	3	24	3	1	1	1	1	1	2
168	0	24	0	3	0	3	1	5	1	2	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	3	3	3	3	3	3	3	2	3	3	3	32	2	3	3	1	1	1	3
169	0	27	1	3	2	5	3	7	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	2	2	2	2	2	1	1	3	2	3	22	1	1	1	1	1	1	2
170	1	23	0	2	1	5	3	7	2	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	3	3	3	3	1	1	1	3	2	2	25	1	1	1	1	1	1	2
171	1	26	0	3	1	5	3	7	2	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	2	2	1	2	2	1	1	1	2	1	2	17	2	2	2	1	1	1	3
172	1	24	0	3	1	5	3	8	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	43	0	2	2	1	2	2	2	2	2	2	2	2	21	2	2	1	1	1	1	3
173	1	26	0	2	1	5	3	7	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1
174	0	27	0	2	1	4	3	7	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	2	1	2	2	1	1	2	3	2	2	21	1	2	1	1	2	2	3
175	1	23	1	2	0	5	3	7	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1
176	1	22	1	3	0	3	3	7	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	3	2	3	3	1	1	1	3	2	2	24	2	2	1	1	1	1	2
177	1	28	0	3	0	4	3	8	2	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	0	3	3	2	3	2	2	1	1	2	3	3	25	3	3	1	1	1	1	2
178	0	27	0	1	0	5	3	9	2	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2	3	3	3	3	3	3	3	3	3	1	1	29	2	2	2	2	1	1	2
